n_step,f_best,f_avg,f_std,test_f1_best
300,0.6851207550142184,0.7254107741701181,0.0216195212329331,0.2732858710577098
310,0.6837012347020446,0.7215805962673876,0.0189664180441251,0.2751718463787341
320,0.6837012347020446,0.7293662139887185,0.0195863539124567,0.2751718463787341
330,0.677678573562726,0.7230570856430527,0.0172435165450514,0.276454756342072
340,0.677678573562726,0.7186020859877285,0.0144577726958855,0.276454756342072
350,0.677678573562726,0.7111639956298175,0.0192367754598224,0.276454756342072
360,0.6511196436057338,0.7136720384347855,0.0157471736259876,0.2798065172365279
370,0.6511196436057338,0.7069376745661731,0.0180483206488847,0.2798065172365279
380,0.6511196436057338,0.7031502942635894,0.0176864251952263,0.2798065172365279
390,0.6511196436057338,0.703036624899024,0.0180065411633965,0.2798065172365279
400,0.6511196436057338,0.6906450879131417,0.0187400361550312,0.2798065172365279
410,0.6498579111642284,0.6849531270755687,0.0160107986138843,0.3077385042176763
420,0.6439531988918303,0.6845850246326967,0.0181637806640761,0.3048952631951338
430,0.6314140656154204,0.6744334513463566,0.0150191868699688,0.3119751754396449
440,0.6314140656154204,0.6836365240657563,0.0218200578937298,0.3119751754396449
450,0.6314140656154204,0.6798690636062915,0.0109038822812646,0.3119751754396449
460,0.6314140656154204,0.6788406376700423,0.0101161471200987,0.3119751754396449
470,0.6314140656154204,0.6727010559669759,0.0219750751314572,0.3119751754396449
480,0.621241617305276,0.6661315019650637,0.0147562117103378,0.3197543579141562
490,0.621241617305276,0.6694673814802596,0.0208846870766924,0.3197543579141562
500,0.621241617305276,0.663673501091917,0.0079360988613779,0.3197543579141562
510,0.621241617305276,0.6651678517132257,0.0152854123786024,0.3197543579141562
520,0.621241617305276,0.6686939394897815,0.0111375764504133,0.3197543579141562
530,0.621241617305276,0.6737684345161192,0.0137963385142086,0.3197543579141562
540,0.621241617305276,0.6696387880285573,0.0122407882903022,0.3197543579141562
550,0.621241617305276,0.6731186639850096,0.0145410345597294,0.3197543579141562
560,0.6200053210628351,0.6556341465192805,0.0187018678611821,0.3115551006253184
570,0.6176281236022245,0.6591703505105688,0.0137363626440443,0.3159382263966956
580,0.6176281236022245,0.6586879000358842,0.0137331291065855,0.3159382263966956
590,0.61644325682975,0.6504576401943778,0.0156261960840116,0.3253854157515308
600,0.61644325682975,0.6555508890295352,0.0138398892936549,0.3253854157515308
610,0.61644325682975,0.6551243630267746,0.012186683545708,0.3253854157515308
620,0.61644325682975,0.6526976502430626,0.0126571058342192,0.3253854157515308
630,0.61644325682975,0.6474704812162921,0.0080282143742518,0.3253854157515308
640,0.61644325682975,0.6477194227168702,0.0115424502658151,0.3253854157515308
650,0.606445099160464,0.6409157463452166,0.0139379523163909,0.3253282404518443
660,0.606013238473096,0.6423335708828966,0.0087179464951245,0.3157785088582123
670,0.606013238473096,0.6318601827707518,0.0119603078119827,0.3157785088582123
680,0.605208673268321,0.6426394545478447,0.0153733225091303,0.3327573308488001
690,0.5926803925260239,0.6349394042281834,0.0106762986306359,0.3247883853488724
700,0.5926803925260239,0.6336910066550563,0.0092217988967988,0.3247883853488724
710,0.5926803925260239,0.6447439442285692,0.0093001838212334,0.3247883853488724
720,0.5926803925260239,0.6438079176979,0.00927683460122,0.3247883853488724
730,0.5926803925260239,0.6347215039759632,0.0082399740417924,0.3247883853488724
740,0.5926803925260239,0.6405240981445564,0.0124764099121408,0.3247883853488724
750,0.5926803925260239,0.6309365881633557,0.012580059506313,0.3247883853488724
760,0.5926803925260239,0.640883788487201,0.0092266550521469,0.3247883853488724
770,0.5926803925260239,0.6266752742945518,0.0115786668227793,0.3247883853488724
780,0.5926803925260239,0.6288687158913274,0.0121542517884326,0.3247883853488724
790,0.5926803925260239,0.6352862253182328,0.0105258645826783,0.3247883853488724
800,0.5926803925260239,0.6238185017243107,0.0108717389495862,0.3247883853488724
810,0.5926803925260239,0.6248931821118698,0.0116982839793735,0.3247883853488724
820,0.5926803925260239,0.6229749857018738,0.0061846908115049,0.3247883853488724
830,0.5912471438647698,0.6218325724263308,0.0115352441089415,0.327715851717657
840,0.5804329920669892,0.6273162656993481,0.0130448456518375,0.3222164201727857
850,0.5804329920669892,0.6248174012924324,0.008771082232113,0.3222164201727857
860,0.5804329920669892,0.6196896363106104,0.0120963450477041,0.3222164201727857
870,0.5804329920669892,0.6191841055847622,0.011607899170221,0.3222164201727857
880,0.5804329920669892,0.6220900123838371,0.0154929746031155,0.3222164201727857
890,0.5804329920669892,0.623996496544099,0.0108374959589525,0.3222164201727857
900,0.5804329920669892,0.6232168655944668,0.0115677050226529,0.3222164201727857
910,0.5804329920669892,0.6181516559822516,0.0106242541491012,0.3222164201727857
920,0.5804329920669892,0.6222267052291324,0.0111963280103575,0.3222164201727857
930,0.5804329920669892,0.6183497530860931,0.0108535713350463,0.3222164201727857
940,0.5804329920669892,0.6141656493822009,0.0093613296478403,0.3222164201727857
950,0.5804329920669892,0.6133611518362001,0.0094134814169702,0.3222164201727857
960,0.5804329920669892,0.6175391241286328,0.0125140777074144,0.3222164201727857
970,0.5804329920669892,0.6201353504538146,0.0100759860469959,0.3222164201727857
980,0.5804329920669892,0.6142515996262113,0.0115761201249258,0.3222164201727857
990,0.5804329920669892,0.6072675887226155,0.0110850457525442,0.3222164201727857
1000,0.5804329920669892,0.6112163161349332,0.010599559424466392,0.3222164201727857
