n_step,f_best,f_avg,f_std,test_f1_best
770,0.7085800390792544,0.7725485464986359,0.0240962554392536,0.2496426277951989
780,0.7029670976652457,0.7672753647201773,0.0286984889051605,0.2844682290127965
790,0.7029670976652457,0.7720805151927388,0.0166905635238145,0.2844682290127965
800,0.7029670976652457,0.7755018629871927,0.0251832071852347,0.2844682290127965
810,0.7029670976652457,0.7643032031972522,0.0255364283214447,0.2844682290127965
820,0.7029670976652457,0.7715099197068517,0.0251039665704226,0.2844682290127965
830,0.7029670976652457,0.7635034959901142,0.0191297395016996,0.2844682290127965
840,0.7029670976652457,0.7681592842472902,0.02736309568166,0.2844682290127965
850,0.7029670976652457,0.7803621614599112,0.0300458605845578,0.2844682290127965
860,0.7029670976652457,0.7790790349400598,0.0273499494444567,0.2844682290127965
870,0.7029670976652457,0.7712149075500775,0.0235126374658359,0.2844682290127965
880,0.7029670976652457,0.775975769694071,0.0297219769339956,0.2844682290127965
890,0.7029670976652457,0.7733230047706562,0.0225034854465133,0.2844682290127965
900,0.6939316703783092,0.7676226784485788,0.0276238227002922,0.2775881638129855
910,0.6939316703783092,0.769072005511888,0.0237880513638093,0.2775881638129855
920,0.6892973024673181,0.7654104714416722,0.0233653998086506,0.2517495648646181
930,0.6892973024673181,0.7573486970637655,0.0224213931903732,0.2517495648646181
940,0.6649642544248618,0.7510901563640834,0.0267633438327426,0.285175068184236
950,0.6649642544248618,0.7692451186945689,0.0318633085902704,0.285175068184236
960,0.6649642544248618,0.7610422253761723,0.0294234393142964,0.285175068184236
970,0.6649642544248618,0.760186156242382,0.0264922326328635,0.285175068184236
980,0.6649642544248618,0.7627233657818686,0.0253281784487264,0.285175068184236
990,0.6649642544248618,0.7557674199469687,0.0170783206633587,0.285175068184236
1000,0.6649642544248618,0.7687599695484325,0.0310611339800979,0.285175068184236
1010,0.6649642544248618,0.7740882043056215,0.0178189891247797,0.285175068184236
1020,0.6649642544248618,0.7682974296227856,0.0207168813917611,0.285175068184236
1030,0.6649642544248618,0.7686714529188808,0.0220043040441832,0.285175068184236
1040,0.6649642544248618,0.7603892041107315,0.0224287187475615,0.285175068184236
1050,0.6649642544248618,0.7513492386649023,0.0248488093874658,0.285175068184236
1060,0.6649642544248618,0.7513531437299095,0.0256446084127021,0.285175068184236
1070,0.6649642544248618,0.7550832501215011,0.0269766910613181,0.285175068184236
1080,0.6649642544248618,0.7528782310674184,0.0241034464850658,0.285175068184236
1090,0.6649642544248618,0.7553562084006338,0.028366340681702,0.285175068184236
1100,0.6649642544248618,0.7484269997470346,0.0202049716692694,0.285175068184236
1110,0.6649642544248618,0.7587169295778958,0.0330160305281164,0.285175068184236
1120,0.6649642544248618,0.75514154371235,0.0232477485021672,0.285175068184236
1130,0.6649642544248618,0.7477557628906497,0.020395134496935,0.285175068184236
1140,0.6649642544248618,0.7493316033196088,0.0335401477967202,0.285175068184236
1150,0.6649642544248618,0.7488200542602097,0.023296543896264,0.285175068184236
1160,0.6649642544248618,0.750059854453,0.0301404950273822,0.285175068184236
1170,0.6649642544248618,0.7484850612857429,0.0252974427369192,0.285175068184236
1180,0.6649642544248618,0.7401615525125629,0.0252260310826965,0.285175068184236
1190,0.6649642544248618,0.7496495897727923,0.026677588956965,0.285175068184236
1200,0.6649642544248618,0.7361953044823726,0.0206922560175653,0.285175068184236
1210,0.6649642544248618,0.7526198289428331,0.0286248342118503,0.285175068184236
1220,0.6649642544248618,0.7661849360297418,0.0285179969261704,0.285175068184236
1230,0.6649642544248618,0.7415334712251896,0.0217551893800201,0.285175068184236
1240,0.6649642544248618,0.7410275538491624,0.0165286477537862,0.285175068184236
1250,0.6649642544248618,0.7568905261237254,0.0294379414414446,0.285175068184236
1260,0.6649642544248618,0.7338336378604751,0.0254514761696037,0.285175068184236
1270,0.6649642544248618,0.7297778068686295,0.0234505512176257,0.285175068184236
1280,0.6649642544248618,0.7527264996310588,0.02425026287358,0.285175068184236
1290,0.6649642544248618,0.7647204065352253,0.0203806435407261,0.285175068184236
1300,0.6649642544248618,0.7712994550047492,0.0285232854690266,0.285175068184236
1310,0.6649642544248618,0.7564682299342246,0.0270842314072778,0.285175068184236
1320,0.6649642544248618,0.7569408960240893,0.0286857887938521,0.285175068184236
1330,0.6649642544248618,0.7462612785986575,0.0246309566933989,0.285175068184236
1340,0.6649642544248618,0.7489136296223772,0.0321534631725636,0.285175068184236
1350,0.6649642544248618,0.7370136529352885,0.0280026150582383,0.285175068184236
1360,0.6604704208579075,0.731017754219155,0.020726750721096,0.3003880669246377
1370,0.6553081308695178,0.7245012523541597,0.0256499091470193,0.3097028095828723
1380,0.6552824745621899,0.7164770314576329,0.0271155952213928,0.315118304560709
1390,0.6552824745621899,0.7216951202251435,0.0226558812989818,0.315118304560709
1400,0.6552824745621899,0.7151462707744117,0.0190423023722994,0.315118304560709
1410,0.6532143545526625,0.7184908223373335,0.0243499563691282,0.330296754353322
1420,0.6478865648505101,0.7232326321707044,0.0264832396748939,0.3163612699928157
1430,0.6478865648505101,0.7191835100490508,0.0319145678621175,0.3163612699928157
1440,0.6478865648505101,0.713478998575153,0.0279132195233334,0.3163612699928157
1450,0.6444896592810093,0.7245421493190924,0.0287754093009355,0.3075506274048942
1460,0.6444896592810093,0.7154350543942386,0.0306296723574524,0.3075506274048942
1470,0.6444896592810093,0.7267827376583089,0.0265732454443003,0.3075506274048942
1480,0.6443258145044221,0.728419950835661,0.024691186139314,0.2975047693020932
1490,0.6443258145044221,0.7191374979516041,0.0221239861753266,0.2975047693020932
1500,0.6443258145044221,0.7316767223522583,0.023095641375584,0.2975047693020932
1510,0.6443258145044221,0.7358842219312134,0.0305445923716106,0.2975047693020932
1520,0.6443258145044221,0.7415931990501746,0.0262798237291621,0.2975047693020932
1530,0.6443258145044221,0.7495401873432406,0.0244452756497024,0.2975047693020932
1540,0.6443258145044221,0.7441766914466499,0.0291996382350209,0.2975047693020932
1550,0.6443258145044221,0.7403921263374411,0.0249758337558784,0.2975047693020932
1560,0.6443258145044221,0.7379921325381994,0.0340259247163138,0.2975047693020932
1570,0.6443258145044221,0.7420320235376591,0.0306731782238378,0.2975047693020932
1580,0.6443258145044221,0.7487026922764024,0.0203511704949365,0.2975047693020932
1590,0.6443258145044221,0.7344476435898009,0.0256395568445009,0.2975047693020932
1600,0.6443258145044221,0.7478992851480426,0.0277439505759771,0.2975047693020932
1610,0.6443258145044221,0.751996250202444,0.0248886033975646,0.2975047693020932
1620,0.6443258145044221,0.7529608131740936,0.0254128777033041,0.2975047693020932
1630,0.6443258145044221,0.7416058013882025,0.023541156964291,0.2975047693020932
1640,0.6443258145044221,0.7363839345343496,0.0203922685007796,0.2975047693020932
1650,0.6443258145044221,0.7343134971877538,0.0273799381243412,0.2975047693020932
1660,0.6443258145044221,0.7342399558564794,0.0182320220881322,0.2975047693020932
1670,0.6443258145044221,0.7374750713957642,0.0223525428681787,0.2975047693020932
1680,0.6443258145044221,0.7347876405036803,0.0231048238761529,0.2975047693020932
1690,0.6443258145044221,0.7227735988868117,0.0228641302730087,0.2975047693020932
1700,0.6443258145044221,0.7262179844298469,0.0208746037991324,0.2975047693020932
1710,0.6443258145044221,0.7208289116631221,0.0231681556099893,0.2975047693020932
1720,0.6443258145044221,0.7170487242536231,0.0238296885225613,0.2975047693020932
1730,0.6443258145044221,0.7402143423961615,0.0344979245855977,0.2975047693020932
1740,0.6443258145044221,0.7277536682394199,0.0306933783431459,0.2975047693020932
1750,0.6443258145044221,0.7263417848957778,0.033741381248855,0.2975047693020932
1760,0.6435388492093902,0.7339448299496951,0.0336844446125569,0.32667720801312
1770,0.6435388492093902,0.7288525562065465,0.0275193618728035,0.32667720801312
1780,0.6435388492093902,0.7235862386400946,0.021976839674608,0.32667720801312
1790,0.6435388492093902,0.725463025530675,0.0265008528560645,0.32667720801312
1800,0.6435388492093902,0.7106668449707356,0.0344019671986347,0.32667720801312
1810,0.6435388492093902,0.7324003227869845,0.0302269639085287,0.32667720801312
1820,0.6435388492093902,0.7372569997253994,0.0378092992098847,0.32667720801312
1830,0.6435388492093902,0.7350466268863052,0.0271762181713108,0.32667720801312
1840,0.6435388492093902,0.7393037412691915,0.0241750857019697,0.32667720801312
1850,0.6435388492093902,0.7423806075697919,0.0317991230396128,0.32667720801312
1860,0.6435388492093902,0.7340857067577642,0.0253703432324912,0.32667720801312
1870,0.6435388492093902,0.7259116698435238,0.0221844944139695,0.32667720801312
1880,0.6435388492093902,0.7397691290197125,0.0271336974436507,0.32667720801312
1890,0.6435388492093902,0.734833417154244,0.0242417266531125,0.32667720801312
1900,0.6435388492093902,0.7160535209115492,0.0205560195920509,0.32667720801312
1910,0.6435388492093902,0.7404178422336737,0.0272160366848432,0.32667720801312
1920,0.6435388492093902,0.7275394676378514,0.021469529178134,0.32667720801312
1930,0.6435388492093902,0.7300028017462982,0.0270860126565591,0.32667720801312
1940,0.6435388492093902,0.7141809869771827,0.0297657530301676,0.32667720801312
1950,0.6435388492093902,0.721739317151816,0.0264920735866801,0.32667720801312
1960,0.6435388492093902,0.7307776832489221,0.023302629260812,0.32667720801312
1970,0.6435388492093902,0.7267011457604234,0.0249277101230761,0.32667720801312
1980,0.6435388492093902,0.7309927009804817,0.0207317119280818,0.32667720801312
1990,0.6435388492093902,0.7319418943238208,0.0326499974174711,0.32667720801312
2000,0.6435388492093902,0.7466286427329727,0.0232755845712431,0.32667720801312
2010,0.6435388492093902,0.7287373596804918,0.0226547894878313,0.32667720801312
2020,0.6435388492093902,0.7214245101930709,0.0257704440892423,0.32667720801312
2030,0.6435388492093902,0.7405315952050645,0.0280269239920551,0.32667720801312
2040,0.6435388492093902,0.7400053750385852,0.0252289773825083,0.32667720801312
2050,0.6435388492093902,0.745033177373275,0.025806950970414,0.32667720801312
2060,0.6435388492093902,0.7246185320524634,0.0273462520073376,0.32667720801312
2070,0.6435388492093902,0.7238244711627423,0.0238354616459228,0.32667720801312
2080,0.6393854356785269,0.7055000000102272,0.030790508732905,0.3368021293567528
2090,0.6388910421021519,0.7201919131137292,0.0278637943833136,0.3320752310866282
2100,0.6388910421021519,0.7112715339569143,0.0239604929645378,0.3320752310866282
2110,0.6388910421021519,0.7042567190366315,0.0292956894040907,0.3320752310866282
2120,0.6352438400881985,0.7065234784992882,0.0304716068875683,0.3333042372334786
2130,0.6352438400881985,0.710147666800457,0.0263132130416582,0.3333042372334786
2140,0.6352438400881985,0.7178116974893975,0.0355715371352386,0.3333042372334786
2150,0.6352438400881985,0.7199290506035764,0.0263940398188633,0.3333042372334786
2160,0.6352438400881985,0.7310077191926153,0.029210710389737,0.3333042372334786
2170,0.6352438400881985,0.7063430912774447,0.0291278553466371,0.3333042372334786
2180,0.6352438400881985,0.7470640435492285,0.0250133139273038,0.3333042372334786
2190,0.6352438400881985,0.7441297181044777,0.0335433813096725,0.3333042372334786
2200,0.6352438400881985,0.7433359556839523,0.0241207997726687,0.3333042372334786
2210,0.6352438400881985,0.7449433094165292,0.0334501882458133,0.3333042372334786
2220,0.6352438400881985,0.7469380673968499,0.0286938248156212,0.3333042372334786
2230,0.6352438400881985,0.7314000267045856,0.0265381253347273,0.3333042372334786
2240,0.6352438400881985,0.735013127827089,0.0289009201636945,0.3333042372334786
2250,0.6352438400881985,0.7214728127528599,0.0257163035690388,0.3333042372334786
2260,0.6352438400881985,0.7271727945488299,0.0280707134660334,0.3333042372334786
2270,0.6352438400881985,0.7408259886158959,0.0273618198685803,0.3333042372334786
2280,0.6352438400881985,0.7366285427612238,0.0310593479568683,0.3333042372334786
2290,0.6352438400881985,0.7310956113882764,0.0283046031474484,0.3333042372334786
2300,0.6352438400881985,0.7381831427778268,0.0266841834058063,0.3333042372334786
2310,0.6352438400881985,0.7396355942834624,0.0292376958916833,0.3333042372334786
2320,0.6352438400881985,0.7447211179487164,0.0327536786762356,0.3333042372334786
2330,0.6352438400881985,0.7408052165162692,0.0298673916960102,0.3333042372334786
2340,0.6352438400881985,0.7524155055717032,0.0361762790681576,0.3333042372334786
2350,0.6352438400881985,0.7496664817055269,0.0279099092515876,0.3333042372334786
2360,0.6352438400881985,0.73721444996597,0.0325072988228482,0.3333042372334786
2370,0.6352438400881985,0.7421517681095668,0.0245794103423247,0.3333042372334786
2380,0.6352438400881985,0.7554640479192677,0.0232644246502597,0.3333042372334786
2390,0.6352438400881985,0.7427112177932588,0.0329751637154594,0.3333042372334786
2400,0.6352438400881985,0.7359369953801986,0.020375481837178,0.3333042372334786
2410,0.6352438400881985,0.7643041073920828,0.03102774923646,0.3333042372334786
2420,0.6352438400881985,0.7440996600514268,0.0264388750398364,0.3333042372334786
2430,0.6352438400881985,0.7483423678507355,0.0276865445546328,0.3333042372334786
2440,0.6352438400881985,0.7430515719497132,0.0227549635664188,0.3333042372334786
2450,0.6352438400881985,0.7394577269432461,0.0363395693221105,0.3333042372334786
2460,0.6352438400881985,0.7346030356002959,0.0280986985744428,0.3333042372334786
2470,0.6352438400881985,0.7365552310392764,0.0275203098963085,0.3333042372334786
2480,0.6352438400881985,0.7588359433226501,0.0358587504881766,0.3333042372334786
2490,0.6352438400881985,0.7704273520418953,0.0350904569527598,0.3333042372334786
2500,0.6352438400881985,0.7574077462269753,0.0305628239086031,0.3333042372334786
2510,0.6352438400881985,0.7664411960089113,0.0305999481551219,0.3333042372334786
2520,0.6352438400881985,0.7565530242625498,0.0240325419345226,0.3333042372334786
2530,0.6352438400881985,0.7898205241333082,0.0204911891748095,0.3333042372334786
2540,0.6352438400881985,0.7766407733287767,0.0271350310312138,0.3333042372334786
2550,0.6352438400881985,0.7677756524415117,0.0231247678901888,0.3333042372334786
2560,0.6352438400881985,0.7647720008987615,0.0276513928693726,0.3333042372334786
2570,0.6352438400881985,0.770756656134986,0.0259511193542451,0.3333042372334786
2580,0.6352438400881985,0.7901610772990278,0.0321969887985015,0.3333042372334786
2590,0.6352438400881985,0.764534221636527,0.0307750407873849,0.3333042372334786
2600,0.6352438400881985,0.7601536663894621,0.0244306029331041,0.3333042372334786
2610,0.6352438400881985,0.7506028957150626,0.0273969483175577,0.3333042372334786
2620,0.6352438400881985,0.7585437986385107,0.0264454806786956,0.3333042372334786
2630,0.6352438400881985,0.7556306704404354,0.0342014259953968,0.3333042372334786
2640,0.6352438400881985,0.7669638685964034,0.0286432387084934,0.3333042372334786
2650,0.6352438400881985,0.767998037486153,0.0358261149199544,0.3333042372334786
2660,0.6352438400881985,0.765309118762806,0.0271216601984217,0.3333042372334786
2670,0.6352438400881985,0.7702735734714242,0.0228635130989337,0.3333042372334786
2680,0.6352438400881985,0.772371545921667,0.0315001141149912,0.3333042372334786
2690,0.6352438400881985,0.7575249645885953,0.0262042647371838,0.3333042372334786
2700,0.6352438400881985,0.7726561260038911,0.0217057713603119,0.3333042372334786
2710,0.6352438400881985,0.7742125443300579,0.0269389689681433,0.3333042372334786
2720,0.6352438400881985,0.7490091421232946,0.0265146171745649,0.3333042372334786
2730,0.6352438400881985,0.7408062280972809,0.0199216830017175,0.3333042372334786
2740,0.6352438400881985,0.7528424350749666,0.0277960518031786,0.3333042372334786
2750,0.6352438400881985,0.757926828661498,0.0282802902946777,0.3333042372334786
2760,0.6352438400881985,0.7247962802120652,0.0226749014091193,0.3333042372334786
2770,0.6352438400881985,0.7401350439815595,0.0299564058659692,0.3333042372334786
2780,0.6352438400881985,0.738893701632552,0.0316643204746532,0.3333042372334786
2790,0.6352438400881985,0.7549281451282749,0.0380032848197755,0.3333042372334786
2800,0.6352438400881985,0.7417461130881409,0.0278088466522438,0.3333042372334786
2810,0.6352438400881985,0.7352795847858912,0.0305740174258342,0.3333042372334786
2820,0.6352438400881985,0.7478954735355242,0.0230162802568959,0.3333042372334786
2830,0.6352438400881985,0.7197807406607541,0.018255994976574,0.3333042372334786
2840,0.6352438400881985,0.7408491330007149,0.0281098914101742,0.3333042372334786
2850,0.6352438400881985,0.7327250987170127,0.0266032537627636,0.3333042372334786
2860,0.6352438400881985,0.7224576718431399,0.031096169061635,0.3333042372334786
2870,0.6352438400881985,0.7427071632871981,0.0229447439596696,0.3333042372334786
2880,0.6352438400881985,0.7353999577282478,0.0210286996467889,0.3333042372334786
2890,0.6352438400881985,0.7425593019398392,0.0327416453622002,0.3333042372334786
2900,0.6352438400881985,0.7365790617275979,0.0257202186430706,0.3333042372334786
2910,0.6352438400881985,0.7500643609978378,0.02543036046917,0.3333042372334786
2920,0.6352438400881985,0.7407291757380537,0.0223924672021398,0.3333042372334786
2930,0.6352438400881985,0.7363778216877231,0.0226896416785872,0.3333042372334786
2940,0.6352438400881985,0.7272386442101129,0.024164870102552,0.3333042372334786
2950,0.6352438400881985,0.7302249901079939,0.0225975130315,0.3333042372334786
2960,0.6352438400881985,0.7203519894634186,0.0238574644516703,0.3333042372334786
2970,0.6352438400881985,0.7216632772603065,0.0259356144696112,0.3333042372334786
2980,0.6352438400881985,0.7191283338289465,0.0210212114750625,0.3333042372334786
2990,0.6352438400881985,0.7168712216479286,0.0240904513357072,0.3333042372334786
3000,0.6352438400881985,0.7169623117431314,0.0291983258544886,0.3333042372334786
3010,0.6352438400881985,0.7214759590437831,0.0245377207049385,0.3333042372334786
3020,0.6352438400881985,0.7343273319039716,0.028681792881931,0.3333042372334786
3030,0.6352438400881985,0.726507815710221,0.0249550581191224,0.3333042372334786
3040,0.6352438400881985,0.7217218133840332,0.0290666761865433,0.3333042372334786
3050,0.6352438400881985,0.7342368794830345,0.0238061393481131,0.3333042372334786
3060,0.6352438400881985,0.7303117492217007,0.0276456578202757,0.3333042372334786
3070,0.6352438400881985,0.7267339222479385,0.0355367867445639,0.3333042372334786
3080,0.6352438400881985,0.7325553161214446,0.0263885168192628,0.3333042372334786
3090,0.6352438400881985,0.7241425920465461,0.0356252655499105,0.3333042372334786
3100,0.6352438400881985,0.7234608468777672,0.0349116702729529,0.3333042372334786
3110,0.6352438400881985,0.7319101890669348,0.0256976284761888,0.3333042372334786
3120,0.6352438400881985,0.7269176570268144,0.0250596583757156,0.3333042372334786
3130,0.6352438400881985,0.7368947798984248,0.0264794677253832,0.3333042372334786
3140,0.6352438400881985,0.7182364743629932,0.0295323262106687,0.3333042372334786
3150,0.6352438400881985,0.7283567519533689,0.0351932191669385,0.3333042372334786
3160,0.6352438400881985,0.7120407051838,0.029974068247776,0.3333042372334786
3170,0.6321704939347768,0.7077724224832306,0.0347322460066591,0.335796669992256
3180,0.6191708496895691,0.7152844614844495,0.0403229241047087,0.3576258471436803
3190,0.6191708496895691,0.7060610667633109,0.032604013411608,0.3576258471436803
3200,0.6191708496895691,0.718995205376541,0.038722988745999,0.3576258471436803
3210,0.6191708496895691,0.7065314189492008,0.0388494499979131,0.3576258471436803
3220,0.6191708496895691,0.7046139656482563,0.0321221346559524,0.3576258471436803
3230,0.6191708496895691,0.6992687433338118,0.029800508497312,0.3576258471436803
3240,0.6191708496895691,0.7138923441560415,0.0277310817675737,0.3576258471436803
3250,0.6191708496895691,0.702376044950323,0.0259434264800501,0.3576258471436803
3260,0.6191708496895691,0.6988656193101922,0.0289566448079017,0.3576258471436803
3270,0.6191708496895691,0.7128181164204531,0.0343689595214378,0.3576258471436803
3280,0.6191708496895691,0.723849386072586,0.0343862835468473,0.3576258471436803
3290,0.6191708496895691,0.722877364074164,0.0357527976918527,0.3576258471436803
3300,0.6191708496895691,0.725083904252477,0.0307201853696264,0.3576258471436803
3310,0.6191708496895691,0.7297196102806436,0.0334804162543043,0.3576258471436803
3320,0.6191708496895691,0.7009280663799289,0.0305268085123086,0.3576258471436803
3330,0.6191708496895691,0.712538795081869,0.02537629285600548,0.35762584714368034
